"date","product","category","quantity","unit_price","discount"
"2026-08-13","Cold Brew","Beverages",17,120,0
"2026-08-13","Smoothie","Beverages",18,140,0
"2026-08-13","Croissant","Bakery",28,90,0
"2026-08-13","Chocolate Muffin","Bakery",25,75,0
"2026-08-13","Blueberry Scone","Bakery",14,85,0
"2026-08-13","Grilled Sandwich","Snacks",25,150,0
"2026-08-13","Bagel & Cream Cheese","Snacks",26,110,0
"2026-08-13","Veggie Wrap","Snacks",15,130,0
"2026-08-14","Coffee","Beverages",51,80,0
"2026-08-14","Tea","Beverages",33,50,0
"2026-08-14","Cold Brew","Beverages",19,120,0
"2026-08-14","Smoothie","Beverages",25,140,0
"2026-08-14","Croissant","Bakery",37,90,0
"2026-08-14","Chocolate Muffin","Bakery",26,75,0
"2026-08-14","Blueberry Scone","Bakery",17,85,0
"2026-08-14","Grilled Sandwich","Snacks",31,150,0
"2026-08-14","Bagel & Cream Cheese","Snacks",23,110,20
"2026-08-14","Veggie Wrap","Snacks",17,130,0
"2026-08-15","Coffee","Beverages",68,80,10
"2026-08-15","Tea","Beverages",39,50,0
"2026-08-15","Cold Brew","Beverages",30,120,0
"2026-08-15","Smoothie","Beverages",30,140,0
"2026-08-15","Croissant","Bakery",52,90,0
"2026-08-15","Chocolate Muffin","Bakery",37,75,0
"2026-08-15","Blueberry Scone","Bakery",24,85,0
"2026-08-15","Grilled Sandwich","Snacks",48,150,0
"2026-08-15","Bagel & Cream Cheese","Snacks",31,110,0
"2026-08-15","Veggie Wrap","Snacks",24,130,10
"2026-08-16","Coffee","Beverages",56,80,0
"2026-08-16","Tea","Beverages",26,50,0
"2026-08-16","Cold Brew","Beverages",25,120,0
"2026-08-16","Smoothie","Beverages",24,140,0
"2026-08-16","Croissant","Bakery",34,90,0
"2026-08-16","Chocolate Muffin","Bakery",34,75,10
"2026-08-16","Blueberry Scone","Bakery",24,85,0
"2026-08-16","Grilled Sandwich","Snacks",33,150,0
"2026-08-16","Bagel & Cream Cheese","Snacks",21,110,0
"2026-08-16","Veggie Wrap","Snacks",20,130,0
"2026-08-17","Coffee","Beverages",41,80,0
"2026-08-17","Tea","Beverages",21,50,0
"2026-08-17","Cold Brew","Beverages",19,120,0
"2026-08-17","Smoothie","Beverages",19,140,0
"2026-08-17","Croissant","Bakery",25,90,0
"2026-08-17","Chocolate Muffin","Bakery",20,75,0
"2026-08-17","Blueberry Scone","Bakery",16,85,0
"2026-08-17","Grilled Sandwich","Snacks",28,150,0
"2026-08-17","Bagel & Cream Cheese","Snacks",22,110,0
"2026-08-17","Veggie Wrap","Snacks",15,130,0
"2026-08-18","Coffee","Beverages",123,80,0
"2026-08-18","Tea","Beverages",21,50,0
"2026-08-18","Cold Brew","Beverages",56,120,0
"2026-08-18","Smoothie","Beverages",14,140,0
"2026-08-18","Croissant","Bakery",31,90,0
"2026-08-18","Chocolate Muffin","Bakery",53,75,0
"2026-08-18","Blueberry Scone","Bakery",13,85,0
"2026-08-18","Grilled Sandwich","Snacks",64,150,10
"2026-08-18","Bagel & Cream Cheese","Snacks",10,110,0
"2026-08-18","Veggie Wrap","Snacks",16,130,0
"2026-08-19","Coffee","Beverages",33,80,15
"2026-08-19","Tea","Beverages",26,50,0
"2026-08-19","Cold Brew","Beverages",15,120,0
"2026-08-19","Smoothie","Beverages",15,140,0
"2026-08-19","Croissant","Bakery",25,90,0
"2026-08-19","Chocolate Muffin","Bakery",16,75,0
"2026-08-19","Blueberry Scone","Bakery",10,85,0
"2026-08-19","Grilled Sandwich","Snacks",25,150,0
"2026-08-19","Bagel & Cream Cheese","Snacks",23,110,0
"2026-08-19","Veggie Wrap","Snacks",14,130,0
"2026-08-20","Coffee","Beverages",41,80,0
"2026-08-20","Tea","Beverages",20,50,0
"2026-08-20","Cold Brew","Beverages",15,120,0
"2026-08-20","Smoothie","Beverages",23,140,0
"2026-08-20","Croissant","Bakery",29,90,0
"2026-08-20","Chocolate Muffin","Bakery",22,75,0
"2026-08-20","Blueberry Scone","Bakery",10,85,0
"2026-08-20","Grilled Sandwich","Snacks",32,150,0
"2026-08-20","Bagel & Cream Cheese","Snacks",16,110,0
"2026-08-20","Veggie Wrap","Snacks",14,130,0
"2026-08-21","Coffee","Beverages",49,80,0
"2026-08-21","Tea","Beverages",27,50,0
"2026-08-21","Cold Brew","Beverages",18,120,0
"2026-08-21","Smoothie","Beverages",23,140,0
"2026-08-21","Croissant","Bakery",32,90,0
"2026-08-21","Chocolate Muffin","Bakery",24,75,0
"2026-08-21","Blueberry Scone","Bakery",18,85,0
"2026-08-21","Grilled Sandwich","Snacks",34,150,0
"2026-08-21","Bagel & Cream Cheese","Snacks",26,110,0
"2026-08-21","Veggie Wrap","Snacks",19,130,0
"2026-08-22","Coffee","Beverages",66,80,0
"2026-08-22","Tea","Beverages",35,50,0
"2026-08-22","Cold Brew","Beverages",35,120,0
"2026-08-22","Smoothie","Beverages",33,140,5
"2026-08-22","Croissant","Bakery",48,90,0
"2026-08-22","Chocolate Muffin","Bakery",39,75,0
"2026-08-22","Blueberry Scone","Bakery",32,85,5
"2026-08-22","Grilled Sandwich","Snacks",42,150,20
"2026-08-22","Bagel & Cream Cheese","Snacks",31,110,20
"2026-08-22","Veggie Wrap","Snacks",25,130,0
"2026-08-23","Coffee","Beverages",59,80,0
"2026-08-23","Tea","Beverages",32,50,0
"2026-08-23","Cold Brew","Beverages",28,120,0
"2026-08-23","Smoothie","Beverages",20,140,0
"2026-08-23","Croissant","Bakery",34,90,0
"2026-08-23","Chocolate Muffin","Bakery",35,75,0
"2026-08-23","Blueberry Scone","Bakery",18,85,5
"2026-08-23","Grilled Sandwich","Snacks",38,150,0
"2026-08-23","Bagel & Cream Cheese","Snacks",22,110,0
"2026-08-23","Veggie Wrap","Snacks",16,130,10
"2026-08-24","Coffee","Beverages",40,80,0
"2026-08-24","Tea","Beverages",19,50,0
"2026-08-24","Cold Brew","Beverages",16,120,0
"2026-08-24","Smoothie","Beverages",26,140,0
"2026-08-24","Croissant","Bakery",21,90,0
"2026-08-24","Chocolate Muffin","Bakery",23,75,0
"2026-08-24","Blueberry Scone","Bakery",11,85,20
"2026-08-24","Grilled Sandwich","Snacks",24,150,0
"2026-08-24","Bagel & Cream Cheese","Snacks",18,110,0
"2026-08-24","Veggie Wrap","Snacks",19,130,0
"2026-08-25","Coffee","Beverages",42,80,0
"2026-08-25","Tea","Beverages",23,50,0
"2026-08-25","Cold Brew","Beverages",18,120,0
"2026-08-25","Smoothie","Beverages",20,140,0
"2026-08-25","Croissant","Bakery",24,90,0
"2026-08-25","Chocolate Muffin","Bakery",17,75,0
"2026-08-25","Blueberry Scone","Bakery",9,85,0
"2026-08-25","Grilled Sandwich","Snacks",28,150,0
"2026-08-25","Bagel & Cream Cheese","Snacks",21,110,0
"2026-08-25","Veggie Wrap","Snacks",11,130,0
"2026-08-26","Coffee","Beverages",37,80,0
"2026-08-26","Tea","Beverages",17,50,0
"2026-08-26","Cold Brew","Beverages",11,120,0
"2026-08-26","Smoothie","Beverages",18,140,0
"2026-08-26","Croissant","Bakery",25,90,0
"2026-08-26","Chocolate Muffin","Bakery",22,75,0
"2026-08-26","Blueberry Scone","Bakery",10,85,0
"2026-08-26","Grilled Sandwich","Snacks",17,150,0
"2026-08-26","Bagel & Cream Cheese","Snacks",18,110,0
"2026-08-26","Veggie Wrap","Snacks",10,130,0
"2026-08-27","Coffee","Beverages",46,80,0
"2026-08-27","Tea","Beverages",24,50,0
"2026-08-27","Cold Brew","Beverages",18,120,0
"2026-08-27","Smoothie","Beverages",17,140,0
"2026-08-27","Croissant","Bakery",27,90,0
"2026-08-27","Chocolate Muffin","Bakery",21,75,0
"2026-08-27","Blueberry Scone","Bakery",19,85,0
"2026-08-27","Grilled Sandwich","Snacks",24,150,0
"2026-08-27","Bagel & Cream Cheese","Snacks",22,110,0
"2026-08-27","Veggie Wrap","Snacks",17,130,0
"2026-08-28","Coffee","Beverages",50,80,0
"2026-08-28","Tea","Beverages",23,50,0
"2026-08-28","Cold Brew","Beverages",21,120,0
"2026-08-28","Smoothie","Beverages",21,140,0
"2026-08-28","Croissant","Bakery",35,90,0
"2026-08-28","Chocolate Muffin","Bakery",32,75,0
"2026-08-28","Blueberry Scone","Bakery",22,85,0
"2026-08-28","Grilled Sandwich","Snacks",26,150,0
"2026-08-28","Bagel & Cream Cheese","Snacks",22,110,0
"2026-08-28","Veggie Wrap","Snacks",20,130,0
"2026-08-29","Coffee","Beverages",67,80,0
"2026-08-29","Tea","Beverages",41,50,0
"2026-08-29","Cold Brew","Beverages",32,120,0
"2026-08-29","Smoothie","Beverages",30,140,0
"2026-08-29","Croissant","Bakery",42,90,0
"2026-08-29","Chocolate Muffin","Bakery",36,75,0
"2026-08-29","Blueberry Scone","Bakery",27,85,0
"2026-08-29","Grilled Sandwich","Snacks",47,150,0
"2026-08-29","Bagel & Cream Cheese","Snacks",34,110,0
"2026-08-29","Veggie Wrap","Snacks",25,130,0
"2026-08-30","Coffee","Beverages",57,80,0
"2026-08-30","Tea","Beverages",25,50,0
"2026-08-30","Cold Brew","Beverages",23,120,0
"2026-08-30","Smoothie","Beverages",25,140,0
"2026-08-30","Croissant","Bakery",37,90,15
"2026-08-30","Chocolate Muffin","Bakery",33,75,0
"2026-08-30","Blueberry Scone","Bakery",18,85,0
"2026-08-30","Grilled Sandwich","Snacks",38,150,0
"2026-08-30","Bagel & Cream Cheese","Snacks",25,110,10
"2026-08-30","Veggie Wrap","Snacks",23,130,0
"2026-08-31","Coffee","Beverages",34,80,0
"2026-08-31","Tea","Beverages",23,50,0
"2026-08-31","Cold Brew","Beverages",22,120,10
"2026-08-31","Smoothie","Beverages",16,140,20
"2026-08-31","Croissant","Bakery",22,90,0
"2026-08-31","Chocolate Muffin","Bakery",21,75,0
"2026-08-31","Blueberry Scone","Bakery",17,85,0
"2026-08-31","Grilled Sandwich","Snacks",27,150,0
"2026-08-31","Bagel & Cream Cheese","Snacks",14,110,0
"2026-08-31","Veggie Wrap","Snacks",10,130,0
